{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2385, 'n_source': 25, 'n_target': 100, 'lipton': 0.36, 'prop-target': 1.2589473684210524, 'oracle': 0.36, 'iter': 0}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2401, 'n_source': 400, 'n_target': 100, 'lipton': 0.23, 'prop-target': 0.7987500000000001, 'oracle': 0.23, 'iter': 82}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2372, 'n_source': 400, 'n_target': 100, 'lipton': 0.31, 'prop-target': 0.7350991906046658, 'oracle': 0.31, 'iter': 81}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2372, 'n_source': 400, 'n_target': 100, 'lipton': 0.19, 'prop-target': 0.8116750050030017, 'oracle': 0.23, 'iter': 88}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2462, 'n_source': 400, 'n_target': 100, 'lipton': 0.25, 'prop-target': 0.8165267914783728, 'oracle': 0.25, 'iter': 90}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2319, 'n_source': 400, 'n_target': 100, 'lipton': 0.24, 'prop-target': 0.797231638418079, 'oracle': 0.25, 'iter': 92}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2385, 'n_source': 400, 'n_target': 100, 'lipton': 0.3, 'prop-target': 0.9968692240627723, 'oracle': 0.32, 'iter': 76}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2393, 'n_source': 400, 'n_target': 100, 'lipton': 0.29, 'prop-target': 0.8841288817611896, 'oracle': 0.29, 'iter': 9}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2426, 'n_source': 400, 'n_target': 100, 'lipton': 0.34, 'prop-target': 0.7882230244685117, 'oracle': 0.33, 'iter': 83}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2399, 'n_source': 400, 'n_target': 100, 'lipton': 0.36, 'prop-target': 0.7398487369535621, 'oracle': 0.39, 'iter': 85}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2297, 'n_source': 400, 'n_target': 100, 'lipton': 0.27, 'prop-target': 0.7000000000000002, 'oracle': 0.27, 'iter': 93}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2374, 'n_source': 400, 'n_target': 100, 'lipton': 0.24, 'prop-target': 0.727014028056112, 'oracle': 0.21, 'iter': 86}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2431, 'n_source': 400, 'n_target': 100, 'lipton': 0.42, 'prop-target': 0.5804309586631486, 'oracle': 0.37, 'iter': 89}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2311, 'n_source': 400, 'n_target': 100, 'lipton': 0.38, 'prop-target': 0.5399927763062846, 'oracle': 0.3, 'iter': 53}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2387, 'n_source': 400, 'n_target': 100, 'lipton': 0.39, 'prop-target': 0.6574016548120191, 'oracle': 0.3, 'iter': 95}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2369, 'n_source': 400, 'n_target': 100, 'lipton': 0.27, 'prop-target': 0.7308958652373662, 'oracle': 0.27, 'iter': 97}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2332, 'n_source': 400, 'n_target': 100, 'lipton': 0.35, 'prop-target': 0.7427484770759863, 'oracle': 0.34, 'iter': 78}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2341, 'n_source': 400, 'n_target': 100, 'lipton': 0.22, 'prop-target': 0.9264705882352942, 'oracle': 0.21, 'iter': 34}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2291, 'n_source': 400, 'n_target': 100, 'lipton': 0.38, 'prop-target': 0.7923473774720551, 'oracle': 0.38, 'iter': 94}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.233, 'n_source': 400, 'n_target': 100, 'lipton': 0.33, 'prop-target': 0.9026557356292733, 'oracle': 0.35, 'iter': 1}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2398, 'n_source': 400, 'n_target': 100, 'lipton': 0.27, 'prop-target': 0.9837209302325584, 'oracle': 0.27, 'iter': 91}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2395, 'n_source': 400, 'n_target': 100, 'lipton': 0.31, 'prop-target': 0.7999745708836618, 'oracle': 0.32, 'iter': 84}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.235, 'n_source': 800, 'n_target': 100, 'lipton': 0.34, 'prop-target': 0.7772298712692247, 'oracle': 0.33, 'iter': 9}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2403, 'n_source': 800, 'n_target': 100, 'lipton': 0.34, 'prop-target': 0.9681013713862122, 'oracle': 0.35, 'iter': 74}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2343, 'n_source': 800, 'n_target': 100, 'lipton': 0.47, 'prop-target': 0.4338141705557912, 'oracle': 0.28, 'iter': 77}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2407, 'n_source': 800, 'n_target': 100, 'lipton': 0.42, 'prop-target': 0.5056432246998285, 'oracle': 0.37, 'iter': 2}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2384, 'n_source': 800, 'n_target': 100, 'lipton': 0.3, 'prop-target': 0.8587756549143194, 'oracle': 0.28, 'iter': 17}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2394, 'n_source': 800, 'n_target': 100, 'lipton': 0.36, 'prop-target': 0.5351247248716068, 'oracle': 0.29, 'iter': 73}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2379, 'n_source': 800, 'n_target': 100, 'lipton': 0.32, 'prop-target': 0.8033547498852687, 'oracle': 0.34, 'iter': 79}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2332, 'n_source': 800, 'n_target': 100, 'lipton': 0.25, 'prop-target': 0.9739130434782609, 'oracle': 0.29, 'iter': 16}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2313, 'n_source': 800, 'n_target': 100, 'lipton': 0.18, 'prop-target': 0.814981811916067, 'oracle': 0.21, 'iter': 75}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2425, 'n_source': 800, 'n_target': 100, 'lipton': 0.36, 'prop-target': 0.8211378002528444, 'oracle': 0.37, 'iter': 78}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2388, 'n_source': 800, 'n_target': 100, 'lipton': 0.3, 'prop-target': 1.0093255813953488, 'oracle': 0.31, 'iter': 4}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2358, 'n_source': 800, 'n_target': 100, 'lipton': 0.37, 'prop-target': 0.7862068965517244, 'oracle': 0.38, 'iter': 82}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2387, 'n_source': 800, 'n_target': 100, 'lipton': 0.27, 'prop-target': 0.6435829204006326, 'oracle': 0.25, 'iter': 80}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.239, 'n_source': 800, 'n_target': 100, 'lipton': 0.27, 'prop-target': 0.5595688015218767, 'oracle': 0.2, 'iter': 72}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2379, 'n_source': 800, 'n_target': 100, 'lipton': 0.3, 'prop-target': 0.7700367634186477, 'oracle': 0.31, 'iter': 85}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.247, 'n_source': 800, 'n_target': 100, 'lipton': 0.29, 'prop-target': 0.9565863816456281, 'oracle': 0.29, 'iter': 6}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2428, 'n_source': 800, 'n_target': 100, 'lipton': 0.21, 'prop-target': 0.7757084625467566, 'oracle': 0.21, 'iter': 76}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2363, 'n_source': 800, 'n_target': 100, 'lipton': 0.28, 'prop-target': 0.7759423666938521, 'oracle': 0.27, 'iter': 10}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2392, 'n_source': 800, 'n_target': 100, 'lipton': 0.43, 'prop-target': 0.5370621468926552, 'oracle': 0.32, 'iter': 83}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2339, 'n_source': 800, 'n_target': 100, 'lipton': 0.37, 'prop-target': 0.6295509433204074, 'oracle': 0.31, 'iter': 14}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2284, 'n_source': 800, 'n_target': 100, 'lipton': 0.29, 'prop-target': 0.7375079334240011, 'oracle': 0.27, 'iter': 84}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2354, 'n_source': 800, 'n_target': 100, 'lipton': 0.36, 'prop-target': 0.7831547260686337, 'oracle': 0.36, 'iter': 81}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2396, 'n_source': 800, 'n_target': 100, 'lipton': 0.35, 'prop-target': 0.7154411764705882, 'oracle': 0.35, 'iter': 15}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.236, 'n_source': 800, 'n_target': 100, 'lipton': 0.35, 'prop-target': 0.8485869488286505, 'oracle': 0.38, 'iter': 8}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2376, 'n_source': 800, 'n_target': 100, 'lipton': 0.34, 'prop-target': 0.8298936368725511, 'oracle': 0.39, 'iter': 7}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2416, 'n_source': 800, 'n_target': 100, 'lipton': 0.26, 'prop-target': 0.854575870410132, 'oracle': 0.3, 'iter': 1}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2446, 'n_source': 800, 'n_target': 100, 'lipton': 0.35, 'prop-target': 0.8453222945002954, 'oracle': 0.34, 'iter': 12}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2396, 'n_source': 800, 'n_target': 100, 'lipton': 0.39, 'prop-target': 0.7153008595988539, 'oracle': 0.37, 'iter': 13}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.241, 'n_source': 800, 'n_target': 100, 'lipton': 0.39, 'prop-target': 0.6563828495080773, 'oracle': 0.4, 'iter': 11}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2419, 'n_source': 800, 'n_target': 100, 'lipton': 0.36, 'prop-target': 0.7727875368181977, 'oracle': 0.36, 'iter': 5}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2335, 'n_source': 800, 'n_target': 100, 'lipton': 0.28, 'prop-target': 0.5957742914979756, 'oracle': 0.22, 'iter': 35}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2353, 'n_source': 800, 'n_target': 100, 'lipton': 0.32, 'prop-target': 0.7534084173088322, 'oracle': 0.32, 'iter': 27}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2284, 'n_source': 800, 'n_target': 100, 'lipton': 0.29, 'prop-target': 0.7525217476297527, 'oracle': 0.29, 'iter': 45}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2424, 'n_source': 800, 'n_target': 100, 'lipton': 0.36, 'prop-target': 1.046661947529089, 'oracle': 0.39, 'iter': 31}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.237, 'n_source': 800, 'n_target': 100, 'lipton': 0.21, 'prop-target': 0.7042005008048646, 'oracle': 0.18, 'iter': 24}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2432, 'n_source': 800, 'n_target': 100, 'lipton': 0.29, 'prop-target': 0.6665421956684091, 'oracle': 0.28, 'iter': 21}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2416, 'n_source': 800, 'n_target': 100, 'lipton': 0.34, 'prop-target': 0.5372417275128165, 'oracle': 0.28, 'iter': 67}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2412, 'n_source': 800, 'n_target': 100, 'lipton': 0.26, 'prop-target': 0.822059439095856, 'oracle': 0.25, 'iter': 34}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2365, 'n_source': 800, 'n_target': 100, 'lipton': 0.38, 'prop-target': 0.5418849306553745, 'oracle': 0.34, 'iter': 36}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2377, 'n_source': 800, 'n_target': 100, 'lipton': 0.27, 'prop-target': 0.7545454545454545, 'oracle': 0.28, 'iter': 26}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2403, 'n_source': 800, 'n_target': 100, 'lipton': 0.28, 'prop-target': 0.7324367509986682, 'oracle': 0.25, 'iter': 59}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2341, 'n_source': 800, 'n_target': 100, 'lipton': 0.25, 'prop-target': 0.8920776699029127, 'oracle': 0.29, 'iter': 43}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2358, 'n_source': 800, 'n_target': 100, 'lipton': 0.3, 'prop-target': 0.669357619125061, 'oracle': 0.28, 'iter': 68}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2343, 'n_source': 800, 'n_target': 100, 'lipton': 0.45, 'prop-target': 0.504005977130977, 'oracle': 0.36, 'iter': 48}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2412, 'n_source': 800, 'n_target': 100, 'lipton': 0.26, 'prop-target': 0.6221963123644254, 'oracle': 0.24, 'iter': 20}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2394, 'n_source': 800, 'n_target': 100, 'lipton': 0.38, 'prop-target': 1.0133228840125397, 'oracle': 0.39, 'iter': 42}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2356, 'n_source': 800, 'n_target': 100, 'lipton': 0.33, 'prop-target': 0.6819805982215038, 'oracle': 0.32, 'iter': 46}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2443, 'n_source': 800, 'n_target': 100, 'lipton': 0.29, 'prop-target': 0.682812825140673, 'oracle': 0.27, 'iter': 55}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2393, 'n_source': 800, 'n_target': 100, 'lipton': 0.39, 'prop-target': 1.026790680045483, 'oracle': 0.32, 'iter': 54}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.243, 'n_source': 800, 'n_target': 100, 'lipton': 0.33, 'prop-target': 0.7840361071835016, 'oracle': 0.36, 'iter': 19}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2446, 'n_source': 800, 'n_target': 100, 'lipton': 0.3, 'prop-target': 0.6823859588148405, 'oracle': 0.3, 'iter': 61}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2374, 'n_source': 800, 'n_target': 100, 'lipton': 0.27, 'prop-target': 0.7836923971507487, 'oracle': 0.28, 'iter': 33}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2374, 'n_source': 800, 'n_target': 100, 'lipton': 0.29, 'prop-target': 0.9049244712990937, 'oracle': 0.3, 'iter': 29}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2353, 'n_source': 800, 'n_target': 100, 'lipton': 0.33, 'prop-target': 1.0894352920447536, 'oracle': 0.36, 'iter': 44}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2368, 'n_source': 800, 'n_target': 100, 'lipton': 0.28, 'prop-target': 0.716888125848439, 'oracle': 0.26, 'iter': 41}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.242, 'n_source': 800, 'n_target': 100, 'lipton': 0.36, 'prop-target': 0.733478521000359, 'oracle': 0.36, 'iter': 52}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2369, 'n_source': 800, 'n_target': 100, 'lipton': 0.41, 'prop-target': 0.6084748068006184, 'oracle': 0.31, 'iter': 28}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2411, 'n_source': 800, 'n_target': 100, 'lipton': 0.31, 'prop-target': 0.8695878573011299, 'oracle': 0.35, 'iter': 37}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.239, 'n_source': 800, 'n_target': 100, 'lipton': 0.27, 'prop-target': 0.7246690247599797, 'oracle': 0.27, 'iter': 71}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2389, 'n_source': 800, 'n_target': 100, 'lipton': 0.26, 'prop-target': 0.7684225082438036, 'oracle': 0.26, 'iter': 18}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2388, 'n_source': 800, 'n_target': 100, 'lipton': 0.26, 'prop-target': 0.8212410501193319, 'oracle': 0.31, 'iter': 51}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2325, 'n_source': 800, 'n_target': 100, 'lipton': 0.4, 'prop-target': 0.5259366896181705, 'oracle': 0.33, 'iter': 49}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.24, 'n_source': 800, 'n_target': 100, 'lipton': 0.31, 'prop-target': 0.6673024523160767, 'oracle': 0.29, 'iter': 53}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2315, 'n_source': 800, 'n_target': 100, 'lipton': 0.28, 'prop-target': 0.7107308184391115, 'oracle': 0.26, 'iter': 69}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2381, 'n_source': 800, 'n_target': 100, 'lipton': 0.28, 'prop-target': 0.8982656257304472, 'oracle': 0.3, 'iter': 30}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2322, 'n_source': 800, 'n_target': 100, 'lipton': 0.29, 'prop-target': 0.8430769230769228, 'oracle': 0.33, 'iter': 57}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.235, 'n_source': 800, 'n_target': 100, 'lipton': 0.35, 'prop-target': 0.6452659028052157, 'oracle': 0.33, 'iter': 38}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2449, 'n_source': 800, 'n_target': 100, 'lipton': 0.25, 'prop-target': 0.7935503433304231, 'oracle': 0.24, 'iter': 40}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2329, 'n_source': 800, 'n_target': 100, 'lipton': 0.29, 'prop-target': 0.833684210526316, 'oracle': 0.27, 'iter': 50}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2298, 'n_source': 800, 'n_target': 100, 'lipton': 0.36, 'prop-target': 0.6583341404358357, 'oracle': 0.35, 'iter': 23}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2371, 'n_source': 800, 'n_target': 100, 'lipton': 0.32, 'prop-target': 0.665296467282216, 'oracle': 0.31, 'iter': 56}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2404, 'n_source': 800, 'n_target': 100, 'lipton': 0.3, 'prop-target': 0.8693425162168655, 'oracle': 0.32, 'iter': 66}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2364, 'n_source': 800, 'n_target': 100, 'lipton': 0.43, 'prop-target': 0.574271056661562, 'oracle': 0.33, 'iter': 25}

{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2431, 'n_source': 800, 'n_target': 100, 'lipton': 0.27, 'prop-target': 0.67567607182118, 'oracle': 0.29, 'iter': 70}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2381, 'n_source': 800, 'n_target': 100, 'lipton': 0.45, 'prop-target': 0.5996496964035497, 'oracle': 0.35, 'iter': 62}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2398, 'n_source': 800, 'n_target': 100, 'lipton': 0.28, 'prop-target': 0.7521894304557399, 'oracle': 0.28, 'iter': 39}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2373, 'n_source': 800, 'n_target': 100, 'lipton': 0.27, 'prop-target': 0.8116869904536272, 'oracle': 0.31, 'iter': 58}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2438, 'n_source': 800, 'n_target': 100, 'lipton': 0.27, 'prop-target': 0.9832187979690634, 'oracle': 0.36, 'iter': 47}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2407, 'n_source': 800, 'n_target': 100, 'lipton': 0.37, 'prop-target': 0.6840187118761804, 'oracle': 0.34, 'iter': 3}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2328, 'n_source': 800, 'n_target': 100, 'lipton': 0.5, 'prop-target': 0.3406394846074022, 'oracle': 0.26, 'iter': 60}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2372, 'n_source': 800, 'n_target': 100, 'lipton': 0.33, 'prop-target': 0.6458204219144809, 'oracle': 0.31, 'iter': 65}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2396, 'n_source': 800, 'n_target': 100, 'lipton': 0.37, 'prop-target': 0.7468416047034413, 'oracle': 0.33, 'iter': 22}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.234, 'n_source': 800, 'n_target': 100, 'lipton': 0.41, 'prop-target': 0.5584021318020019, 'oracle': 0.34, 'iter': 63}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2389, 'n_source': 800, 'n_target': 100, 'lipton': 0.28, 'prop-target': 0.9273157688796141, 'oracle': 0.31, 'iter': 32}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2291, 'n_source': 800, 'n_target': 100, 'lipton': 0.26, 'prop-target': 0.9755677879714577, 'oracle': 0.31, 'iter': 94}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2386, 'n_source': 800, 'n_target': 100, 'lipton': 0.32, 'prop-target': 0.7039881539980258, 'oracle': 0.3, 'iter': 87}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2412, 'n_source': 800, 'n_target': 100, 'lipton': 0.38, 'prop-target': 0.5451548593805625, 'oracle': 0.34, 'iter': 86}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2351, 'n_source': 800, 'n_target': 100, 'lipton': 0.32, 'prop-target': 0.8412271152894607, 'oracle': 0.34, 'iter': 93}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2313, 'n_source': 800, 'n_target': 100, 'lipton': 0.3, 'prop-target': 0.790320090423741, 'oracle': 0.32, 'iter': 89}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2362, 'n_source': 800, 'n_target': 100, 'lipton': 0.29, 'prop-target': 0.8487988997555007, 'oracle': 0.31, 'iter': 95}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2346, 'n_source': 50, 'n_target': 10, 'lipton': 0.36, 'prop-target': 1.0896551724137933, 'oracle': 0.37, 'iter': 1}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2407, 'n_source': 50, 'n_target': 10, 'lipton': 0.59, 'prop-target': 0.055, 'oracle': 0.38, 'iter': 0}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2391, 'n_source': 800, 'n_target': 100, 'lipton': 0.29, 'prop-target': 0.8438572301581243, 'oracle': 0.3, 'iter': 88}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2418, 'n_source': 800, 'n_target': 100, 'lipton': 0.34, 'prop-target': 0.877779359430605, 'oracle': 0.37, 'iter': 90}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2335, 'n_source': 800, 'n_target': 100, 'lipton': 0.19, 'prop-target': 0.8575698574338083, 'oracle': 0.2, 'iter': 91}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.245, 'n_source': 50, 'n_target': 10, 'lipton': 0.64, 'prop-target': 0.48, 'oracle': 0.34, 'iter': 4}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2356, 'n_source': 50, 'n_target': 10, 'lipton': 0.61, 'prop-target': 0.3571428571428572, 'oracle': 0.3, 'iter': 2}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2307, 'n_source': 50, 'n_target': 10, 'lipton': 0.34, 'prop-target': 0.6143712574850301, 'oracle': 0.32, 'iter': 3}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2422, 'n_source': 50, 'n_target': 10, 'lipton': 0.59, 'prop-target': 0.3258620689655173, 'oracle': 0.35, 'iter': 5}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2417, 'n_source': 800, 'n_target': 100, 'lipton': 0.25, 'prop-target': 0.8366789280084079, 'oracle': 0.27, 'iter': 96}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2375, 'n_source': 800, 'n_target': 100, 'lipton': 0.25, 'prop-target': 0.8648792308293599, 'oracle': 0.25, 'iter': 97}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2365, 'n_source': 800, 'n_target': 100, 'lipton': 0.31, 'prop-target': 0.9364665505583444, 'oracle': 0.3, 'iter': 98}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2371, 'n_source': 50, 'n_target': 10, 'lipton': 0.34, 'prop-target': 0.6709677419354839, 'oracle': 0.32, 'iter': 13}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2312, 'n_source': 50, 'n_target': 10, 'lipton': 0.37, 'prop-target': 1.269767441860465, 'oracle': 0.37, 'iter': 16}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2376, 'n_source': 800, 'n_target': 100, 'lipton': 0.36, 'prop-target': 0.7613040910343739, 'oracle': 0.36, 'iter': 92}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2304, 'n_source': 50, 'n_target': 10, 'lipton': 0.26, 'prop-target': 0.6769230769230767, 'oracle': 0.25, 'iter': 7}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2339, 'n_source': 50, 'n_target': 10, 'lipton': 0.45, 'prop-target': 0.5999999999999998, 'oracle': 0.41, 'iter': 11}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2289, 'n_source': 50, 'n_target': 10, 'lipton': 0.33, 'prop-target': 0.9871657754010698, 'oracle': 0.34, 'iter': 8}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2349, 'n_source': 50, 'n_target': 10, 'lipton': 0.69, 'prop-target': 0.28085106382978725, 'oracle': 0.36, 'iter': 6}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2406, 'n_source': 50, 'n_target': 10, 'lipton': 0.53, 'prop-target': 0.21311475409836078, 'oracle': 0.3, 'iter': 76}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2341, 'n_source': 50, 'n_target': 10, 'lipton': 0.35, 'prop-target': 1.8098360655737702, 'oracle': 0.35, 'iter': 20}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.239, 'n_source': 50, 'n_target': 10, 'lipton': 0.66, 'prop-target': 0.06666666666666661, 'oracle': 0.29, 'iter': 10}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2335, 'n_source': 50, 'n_target': 10, 'lipton': 0.61, 'prop-target': 0.33333333333333337, 'oracle': 0.31, 'iter': 9}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2361, 'n_source': 50, 'n_target': 10, 'lipton': 0.33, 'prop-target': 1.375, 'oracle': 0.35, 'iter': 18}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2366, 'n_source': 50, 'n_target': 10, 'lipton': 0.55, 'prop-target': 0.4399999999999999, 'oracle': 0.24, 'iter': 17}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2479, 'n_source': 50, 'n_target': 10, 'lipton': 0.39, 'prop-target': 1.3519999999999999, 'oracle': 0.4, 'iter': 15}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2349, 'n_source': 50, 'n_target': 10, 'lipton': 0.32, 'prop-target': 0.8925619834710744, 'oracle': 0.32, 'iter': 69}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2382, 'n_source': 50, 'n_target': 10, 'lipton': 0.55, 'prop-target': 0.3172413793103449, 'oracle': 0.36, 'iter': 14}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.2396, 'n_source': 50, 'n_target': 10, 'lipton': 0.59, 'prop-target': -0.21081081081081074, 'oracle': 0.25, 'iter': 19}
