{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 320, 'n_target': 40, 'labeled': True, 'classical': 0.0975, 'supervised': 0.0625, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 61, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0034, 'n_source': 50, 'n_target': 2048, 'labeled': False, 'lipton': 0.155, 'prop-target-estimate': 0.63671875, 'oracle': 0.155, 'classical': 'nan', 'supervised': 'nan', 'iter': 79, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 120, 'n_target': 40, 'labeled': True, 'classical': 0.08, 'supervised': 0.1075, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 24, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 50, 'n_target': 256, 'labeled': False, 'lipton': 0.1475, 'prop-target-estimate': 0.62109375, 'oracle': 0.1475, 'classical': 'nan', 'supervised': 'nan', 'iter': 99, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0032, 'n_source': 720, 'n_target': 40, 'labeled': True, 'classical': 0.1, 'supervised': 0.0475, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 34, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 128, 'n_target': 50, 'labeled': False, 'lipton': 0.1175, 'prop-target-estimate': 0.74, 'oracle': 0.1175, 'classical': 'nan', 'supervised': 'nan', 'iter': 78, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 80, 'n_target': 360, 'labeled': True, 'classical': 0.025, 'supervised': 0.1025, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 61, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 32, 'n_target': 50, 'labeled': False, 'lipton': 0.125, 'prop-target-estimate': 0.64, 'oracle': 0.125, 'classical': 'nan', 'supervised': 'nan', 'iter': 11, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 50, 'n_target': 1024, 'labeled': False, 'lipton': 0.1675, 'prop-target-estimate': 0.662109375, 'oracle': 0.1675, 'classical': 'nan', 'supervised': 'nan', 'iter': 21, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 50, 'n_target': 2048, 'labeled': False, 'lipton': 0.145, 'prop-target-estimate': 0.61962890625, 'oracle': 0.145, 'classical': 'nan', 'supervised': 'nan', 'iter': 21, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.006, 'n_source': 2048, 'n_target': 50, 'labeled': False, 'lipton': 0.0125, 'prop-target-estimate': 0.68, 'oracle': 0.0125, 'classical': 'nan', 'supervised': 'nan', 'iter': 66, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 50, 'n_target': 128, 'labeled': False, 'lipton': 0.1325, 'prop-target-estimate': 0.5859375, 'oracle': 0.1325, 'classical': 'nan', 'supervised': 'nan', 'iter': 97, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 120, 'n_target': 40, 'labeled': True, 'classical': 0.0825, 'supervised': 0.1025, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 0, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 320, 'n_target': 40, 'labeled': True, 'classical': 0.0875, 'supervised': 0.045, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 78, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 20, 'n_target': 40, 'labeled': True, 'classical': 0.1375, 'supervised': 0.135, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 7, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 512, 'n_target': 50, 'labeled': False, 'lipton': 0.0525, 'prop-target-estimate': 0.74, 'oracle': 0.0525, 'classical': 'nan', 'supervised': 'nan', 'iter': 42, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 1520, 'n_target': 40, 'labeled': True, 'classical': 0.1, 'supervised': 0.02, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 32, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 80, 'n_target': 1560, 'labeled': True, 'classical': 0.01, 'supervised': 0.0625, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 61, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 80, 'n_target': 3160, 'labeled': True, 'classical': 0.005, 'supervised': 0.0475, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 58, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0035, 'n_source': 720, 'n_target': 40, 'labeled': True, 'classical': 0.1225, 'supervised': 0.04, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 46, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 2048, 'n_target': 50, 'labeled': False, 'lipton': 0.0225, 'prop-target-estimate': 0.74, 'oracle': 0.0225, 'classical': 'nan', 'supervised': 'nan', 'iter': 3, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 20, 'n_target': 40, 'labeled': True, 'classical': 0.1275, 'supervised': 0.135, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 19, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 32, 'n_target': 50, 'labeled': False, 'lipton': 0.135, 'prop-target-estimate': 0.56, 'oracle': 0.135, 'classical': 'nan', 'supervised': 'nan', 'iter': 45, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 50, 'n_target': 1024, 'labeled': False, 'lipton': 0.1575, 'prop-target-estimate': 0.6162109375, 'oracle': 0.1575, 'classical': 'nan', 'supervised': 'nan', 'iter': 88, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 80, 'n_target': 160, 'labeled': True, 'classical': 0.045, 'supervised': 0.0975, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 7, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 2048, 'n_target': 50, 'labeled': False, 'lipton': 0.02, 'prop-target-estimate': 0.8400000000000001, 'oracle': 0.02, 'classical': 'nan', 'supervised': 'nan', 'iter': 12, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 50, 'n_target': 512, 'labeled': False, 'lipton': 0.125, 'prop-target-estimate': 0.609375, 'oracle': 0.125, 'classical': 'nan', 'supervised': 'nan', 'iter': 90, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0055, 'n_source': 50, 'n_target': 32, 'labeled': False, 'lipton': 0.14, 'prop-target-estimate': 0.6250000000000001, 'oracle': 0.14, 'classical': 'nan', 'supervised': 'nan', 'iter': 56, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 50, 'n_target': 64, 'labeled': False, 'lipton': 0.115, 'prop-target-estimate': 0.65625, 'oracle': 0.115, 'classical': 'nan', 'supervised': 'nan', 'iter': 49, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 80, 'n_target': 360, 'labeled': True, 'classical': 0.0475, 'supervised': 0.1025, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 97, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 20, 'n_target': 40, 'labeled': True, 'classical': 0.08, 'supervised': 0.16, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 59, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0031, 'n_source': 3120, 'n_target': 40, 'labeled': True, 'classical': 0.1, 'supervised': 0.02, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 33, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 80, 'n_target': 60, 'labeled': True, 'classical': 0.07, 'supervised': 0.115, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 98, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 50, 'n_target': 1024, 'labeled': False, 'lipton': 0.1475, 'prop-target-estimate': 0.677734375, 'oracle': 0.1475, 'classical': 'nan', 'supervised': 'nan', 'iter': 71, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 80, 'n_target': 60, 'labeled': True, 'classical': 0.075, 'supervised': 0.0975, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 20, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 80, 'n_target': 10, 'labeled': True, 'classical': 0.1075, 'supervised': 0.1225, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 97, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 64, 'n_target': 50, 'labeled': False, 'lipton': 0.1425, 'prop-target-estimate': 0.7, 'oracle': 0.1425, 'classical': 'nan', 'supervised': 'nan', 'iter': 68, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 1024, 'n_target': 50, 'labeled': False, 'lipton': 0.03, 'prop-target-estimate': 0.78, 'oracle': 0.03, 'classical': 'nan', 'supervised': 'nan', 'iter': 13, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 50, 'n_target': 32, 'labeled': False, 'lipton': 0.16, 'prop-target-estimate': 0.6562500000000001, 'oracle': 0.16, 'classical': 'nan', 'supervised': 'nan', 'iter': 95, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0056, 'n_source': 128, 'n_target': 50, 'labeled': False, 'lipton': 0.09, 'prop-target-estimate': 0.6999999999999998, 'oracle': 0.09, 'classical': 'nan', 'supervised': 'nan', 'iter': 56, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 80, 'n_target': 360, 'labeled': True, 'classical': 0.0175, 'supervised': 0.09, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 63, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 80, 'n_target': 6360, 'labeled': True, 'classical': 0.0, 'supervised': 0.02, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 29, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 80, 'n_target': 10, 'labeled': True, 'classical': 0.29, 'supervised': 0.135, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 14, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 256, 'n_target': 50, 'labeled': False, 'lipton': 0.08, 'prop-target-estimate': 0.72, 'oracle': 0.08, 'classical': 'nan', 'supervised': 'nan', 'iter': 21, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 50, 'n_target': 512, 'labeled': False, 'lipton': 0.13, 'prop-target-estimate': 0.6640625, 'oracle': 0.13, 'classical': 'nan', 'supervised': 'nan', 'iter': 41, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 320, 'n_target': 40, 'labeled': True, 'classical': 0.1, 'supervised': 0.0725, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 87, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 80, 'n_target': 6360, 'labeled': True, 'classical': 0.0025, 'supervised': 0.01, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 30, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0054, 'n_source': 50, 'n_target': 256, 'labeled': False, 'lipton': 0.1525, 'prop-target-estimate': 0.59765625, 'oracle': 0.1525, 'classical': 'nan', 'supervised': 'nan', 'iter': 76, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 80, 'n_target': 1560, 'labeled': True, 'classical': 0.0175, 'supervised': 0.0425, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 94, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 256, 'n_target': 50, 'labeled': False, 'lipton': 0.065, 'prop-target-estimate': 0.5999999999999999, 'oracle': 0.065, 'classical': 'nan', 'supervised': 'nan', 'iter': 67, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 6320, 'n_target': 40, 'labeled': True, 'classical': 0.1025, 'supervised': 0.0075, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 53, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0053, 'n_source': 80, 'n_target': 3160, 'labeled': True, 'classical': 0.005, 'supervised': 0.025, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 24, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 1520, 'n_target': 40, 'labeled': True, 'classical': 0.11, 'supervised': 0.0175, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 37, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 320, 'n_target': 40, 'labeled': True, 'classical': 0.1125, 'supervised': 0.06, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 93, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0033, 'n_source': 1024, 'n_target': 50, 'labeled': False, 'lipton': 0.0325, 'prop-target-estimate': 0.8, 'oracle': 0.0325, 'classical': 'nan', 'supervised': 'nan', 'iter': 81, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0053, 'n_source': 6320, 'n_target': 40, 'labeled': True, 'classical': 0.1325, 'supervised': 0.0025, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 69, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 6320, 'n_target': 40, 'labeled': True, 'classical': 0.1025, 'supervised': 0.005, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 84, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.003, 'n_source': 6320, 'n_target': 40, 'labeled': True, 'classical': 0.0875, 'supervised': 0.0075, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 98, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 320, 'n_target': 40, 'labeled': True, 'classical': 0.1125, 'supervised': 0.06, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 13, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 80, 'n_target': 360, 'labeled': True, 'classical': 0.005, 'supervised': 0.0775, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 15, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 80, 'n_target': 3160, 'labeled': True, 'classical': 0.0125, 'supervised': 0.035, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 59, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 50, 'n_target': 4096, 'labeled': False, 'lipton': 0.155, 'prop-target-estimate': 0.6484375, 'oracle': 0.155, 'classical': 'nan', 'supervised': 'nan', 'iter': 74, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 1520, 'n_target': 40, 'labeled': True, 'classical': 0.075, 'supervised': 0.0175, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 74, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 32, 'n_target': 50, 'labeled': False, 'lipton': 0.2375, 'prop-target-estimate': 0.41999999999999993, 'oracle': 0.155, 'classical': 'nan', 'supervised': 'nan', 'iter': 83, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 50, 'n_target': 128, 'labeled': False, 'lipton': 0.11, 'prop-target-estimate': 0.6484375, 'oracle': 0.11, 'classical': 'nan', 'supervised': 'nan', 'iter': 20, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 50, 'n_target': 32, 'labeled': False, 'lipton': 0.1375, 'prop-target-estimate': 0.5625, 'oracle': 0.1375, 'classical': 'nan', 'supervised': 'nan', 'iter': 33, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 512, 'n_target': 50, 'labeled': False, 'lipton': 0.0375, 'prop-target-estimate': 0.7, 'oracle': 0.0375, 'classical': 'nan', 'supervised': 'nan', 'iter': 73, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0033, 'n_source': 32, 'n_target': 50, 'labeled': False, 'lipton': 0.1475, 'prop-target-estimate': 0.52, 'oracle': 0.1475, 'classical': 'nan', 'supervised': 'nan', 'iter': 21, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 80, 'n_target': 10, 'labeled': True, 'classical': 0.2875, 'supervised': 0.1225, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 56, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 320, 'n_target': 40, 'labeled': True, 'classical': 0.075, 'supervised': 0.06, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 99, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0053, 'n_source': 128, 'n_target': 50, 'labeled': False, 'lipton': 0.1275, 'prop-target-estimate': 0.72, 'oracle': 0.1275, 'classical': 'nan', 'supervised': 'nan', 'iter': 79, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 32, 'n_target': 50, 'labeled': False, 'lipton': 0.19, 'prop-target-estimate': 0.64, 'oracle': 0.19, 'classical': 'nan', 'supervised': 'nan', 'iter': 89, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 50, 'n_target': 128, 'labeled': False, 'lipton': 0.165, 'prop-target-estimate': 0.6640625, 'oracle': 0.165, 'classical': 'nan', 'supervised': 'nan', 'iter': 89, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 120, 'n_target': 40, 'labeled': True, 'classical': 0.1025, 'supervised': 0.08, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 76, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0034, 'n_source': 50, 'n_target': 128, 'labeled': False, 'lipton': 0.135, 'prop-target-estimate': 0.6171875, 'oracle': 0.135, 'classical': 'nan', 'supervised': 'nan', 'iter': 21, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 1520, 'n_target': 40, 'labeled': True, 'classical': 0.0825, 'supervised': 0.04, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 85, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 50, 'n_target': 128, 'labeled': False, 'lipton': 0.165, 'prop-target-estimate': 0.6015625, 'oracle': 0.165, 'classical': 'nan', 'supervised': 'nan', 'iter': 15, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0058, 'n_source': 12720, 'n_target': 40, 'labeled': True, 'classical': 0.095, 'supervised': 0.0025, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 72, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 6320, 'n_target': 40, 'labeled': True, 'classical': 0.1, 'supervised': 0.005, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 28, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 6320, 'n_target': 40, 'labeled': True, 'classical': 0.14, 'supervised': 0.005, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 23, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 50, 'n_target': 2048, 'labeled': False, 'lipton': 0.1325, 'prop-target-estimate': 0.625, 'oracle': 0.1325, 'classical': 'nan', 'supervised': 'nan', 'iter': 71, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 50, 'n_target': 64, 'labeled': False, 'lipton': 0.12, 'prop-target-estimate': 0.625, 'oracle': 0.12, 'classical': 'nan', 'supervised': 'nan', 'iter': 90, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 80, 'n_target': 360, 'labeled': True, 'classical': 0.0275, 'supervised': 0.1, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 54, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 128, 'n_target': 50, 'labeled': False, 'lipton': 0.0925, 'prop-target-estimate': 0.76, 'oracle': 0.0925, 'classical': 'nan', 'supervised': 'nan', 'iter': 12, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0053, 'n_source': 50, 'n_target': 32, 'labeled': False, 'lipton': 0.1275, 'prop-target-estimate': 0.5, 'oracle': 0.1275, 'classical': 'nan', 'supervised': 'nan', 'iter': 26, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0058, 'n_source': 50, 'n_target': 32, 'labeled': False, 'lipton': 0.1625, 'prop-target-estimate': 0.75, 'oracle': 0.1625, 'classical': 'nan', 'supervised': 'nan', 'iter': 11, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 50, 'n_target': 256, 'labeled': False, 'lipton': 0.1875, 'prop-target-estimate': 0.6289062500000001, 'oracle': 0.1875, 'classical': 'nan', 'supervised': 'nan', 'iter': 23, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 50, 'n_target': 64, 'labeled': False, 'lipton': 0.125, 'prop-target-estimate': 0.625, 'oracle': 0.125, 'classical': 'nan', 'supervised': 'nan', 'iter': 74, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0035, 'n_source': 50, 'n_target': 256, 'labeled': False, 'lipton': 0.11, 'prop-target-estimate': 0.5859375, 'oracle': 0.11, 'classical': 'nan', 'supervised': 'nan', 'iter': 94, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 80, 'n_target': 1560, 'labeled': True, 'classical': 0.0225, 'supervised': 0.0325, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 66, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 64, 'n_target': 50, 'labeled': False, 'lipton': 0.18, 'prop-target-estimate': 0.68, 'oracle': 0.18, 'classical': 'nan', 'supervised': 'nan', 'iter': 56, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0056, 'n_source': 20, 'n_target': 40, 'labeled': True, 'classical': 0.1075, 'supervised': 0.16, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 27, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 256, 'n_target': 50, 'labeled': False, 'lipton': 0.075, 'prop-target-estimate': 0.7000000000000001, 'oracle': 0.075, 'classical': 'nan', 'supervised': 'nan', 'iter': 25, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 3120, 'n_target': 40, 'labeled': True, 'classical': 0.0775, 'supervised': 0.02, 'lipton': 'nan', 'oracle': 'nan', 'prop-target-estimate': 'nan', 'iter': 25, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 50, 'n_target': 512, 'labeled': False, 'lipton': 0.14, 'prop-target-estimate': 0.615234375, 'oracle': 0.14, 'classical': 'nan', 'supervised': 'nan', 'iter': 39, 'setup': 'constant-prop-source'}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 50, 'n_target': 2048, 'labeled': False, 'lipton': 0.125, 'prop-target-estimate': 0.6479492187500001, 'oracle': 0.125, 'classical': 'nan', 'supervised': 'nan', 'iter': 73, 'setup': 'constant-prop-source'}
