{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0055, 'n_source': 4, 'n_target': 50, 'lipton': 0.2675, 'prop-target': 0.8, 'oracle': 0.2675, 'iter': 72}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0033, 'n_source': 128, 'n_target': 50, 'lipton': 0.05, 'prop-target': 0.82, 'oracle': 0.3725, 'iter': 97}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0056, 'n_source': 128, 'n_target': 50, 'lipton': 0.045, 'prop-target': 0.7, 'oracle': 0.4075, 'iter': 41}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 128, 'n_target': 50, 'lipton': 0.0625, 'prop-target': 0.6, 'oracle': 0.2775, 'iter': 92}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 128, 'n_target': 50, 'lipton': 0.0575, 'prop-target': 0.74, 'oracle': 0.2475, 'iter': 73}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 128, 'n_target': 50, 'lipton': 0.05, 'prop-target': 0.76, 'oracle': 0.255, 'iter': 93}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 128, 'n_target': 50, 'lipton': 0.0625, 'prop-target': 0.78, 'oracle': 0.2425, 'iter': 86}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 50, 'n_target': 4, 'lipton': 0.0875, 'prop-target': 0.75, 'oracle': 0.47, 'iter': 4}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 128, 'n_target': 50, 'lipton': 0.055, 'prop-target': 0.7200000000000001, 'oracle': 0.28, 'iter': 89}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 128, 'n_target': 50, 'lipton': 0.0525, 'prop-target': 0.78, 'oracle': 0.36, 'iter': 74}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 128, 'n_target': 50, 'lipton': 0.05, 'prop-target': 0.82, 'oracle': 0.3725, 'iter': 32}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0033, 'n_source': 128, 'n_target': 50, 'lipton': 0.0575, 'prop-target': 0.74, 'oracle': 0.305, 'iter': 53}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 128, 'n_target': 50, 'lipton': 0.05, 'prop-target': 0.8, 'oracle': 0.3, 'iter': 72}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 128, 'n_target': 50, 'lipton': 0.0625, 'prop-target': 0.74, 'oracle': 0.2575, 'iter': 87}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 128, 'n_target': 50, 'lipton': 0.055, 'prop-target': 0.82, 'oracle': 0.2875, 'iter': 83}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0056, 'n_source': 128, 'n_target': 50, 'lipton': 0.06, 'prop-target': 0.8200000000000001, 'oracle': 0.3675, 'iter': 99}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 128, 'n_target': 50, 'lipton': 0.0625, 'prop-target': 0.76, 'oracle': 0.315, 'iter': 81}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 128, 'n_target': 50, 'lipton': 0.06, 'prop-target': 0.72, 'oracle': 0.32, 'iter': 85}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 50, 'n_target': 4, 'lipton': 0.34, 'prop-target': 0.5, 'oracle': 0.34, 'iter': 3}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 128, 'n_target': 50, 'lipton': 0.085, 'prop-target': 0.7, 'oracle': 0.34, 'iter': 98}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0034, 'n_source': 128, 'n_target': 50, 'lipton': 0.065, 'prop-target': 0.82, 'oracle': 0.5075, 'iter': 78}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 128, 'n_target': 50, 'lipton': 0.05, 'prop-target': 0.7, 'oracle': 0.3175, 'iter': 76}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 128, 'n_target': 50, 'lipton': 0.055, 'prop-target': 0.78, 'oracle': 0.245, 'iter': 65}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0031, 'n_source': 128, 'n_target': 50, 'lipton': 0.0525, 'prop-target': 0.74, 'oracle': 0.3225, 'iter': 69}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 128, 'n_target': 50, 'lipton': 0.0675, 'prop-target': 0.76, 'oracle': 0.2625, 'iter': 82}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 128, 'n_target': 50, 'lipton': 0.0725, 'prop-target': 0.74, 'oracle': 0.2925, 'iter': 77}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 128, 'n_target': 50, 'lipton': 0.08, 'prop-target': 0.8000000000000002, 'oracle': 0.3325, 'iter': 96}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 128, 'n_target': 50, 'lipton': 0.0675, 'prop-target': 0.68, 'oracle': 0.3525, 'iter': 90}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 50, 'n_target': 4, 'lipton': 0.28, 'prop-target': 0.25, 'oracle': 0.28, 'iter': 2}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 128, 'n_target': 50, 'lipton': 0.05, 'prop-target': 0.7, 'oracle': 0.3025, 'iter': 95}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0035, 'n_source': 128, 'n_target': 50, 'lipton': 0.045, 'prop-target': 0.74, 'oracle': 0.31, 'iter': 25}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 128, 'n_target': 50, 'lipton': 0.055, 'prop-target': 0.7999999999999999, 'oracle': 0.355, 'iter': 91}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 50, 'n_target': 4, 'lipton': 0.1075, 'prop-target': 0.75, 'oracle': 0.395, 'iter': 5}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 128, 'n_target': 50, 'lipton': 0.065, 'prop-target': 0.72, 'oracle': 0.2025, 'iter': 80}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 128, 'n_target': 50, 'lipton': 0.0625, 'prop-target': 0.8, 'oracle': 0.415, 'iter': 26}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 50, 'n_target': 4, 'lipton': 0.1375, 'prop-target': 0.75, 'oracle': 0.26, 'iter': 11}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0032, 'n_source': 50, 'n_target': 4, 'lipton': 0.1275, 'prop-target': 0.75, 'oracle': 0.4425, 'iter': 17}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 50, 'n_target': 4, 'lipton': 0.2225, 'prop-target': 1.0, 'oracle': 0.235, 'iter': 10}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 50, 'n_target': 4, 'lipton': 0.235, 'prop-target': 0.5, 'oracle': 0.235, 'iter': 1}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 50, 'n_target': 4, 'lipton': 0.105, 'prop-target': 0.75, 'oracle': 0.535, 'iter': 13}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 50, 'n_target': 4, 'lipton': 0.105, 'prop-target': 0.75, 'oracle': 0.3025, 'iter': 9}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 50, 'n_target': 4, 'lipton': 0.3825, 'prop-target': 0.5, 'oracle': 0.3825, 'iter': 18}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 50, 'n_target': 4, 'lipton': 0.2975, 'prop-target': 0.5, 'oracle': 0.2975, 'iter': 20}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 50, 'n_target': 4, 'lipton': 0.285, 'prop-target': 1.0, 'oracle': 0.31, 'iter': 19}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 50, 'n_target': 4, 'lipton': 0.19, 'prop-target': 1.0, 'oracle': 0.355, 'iter': 14}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 50, 'n_target': 4, 'lipton': 0.25, 'prop-target': 1.0, 'oracle': 0.2825, 'iter': 15}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0055, 'n_source': 50, 'n_target': 4, 'lipton': 0.12, 'prop-target': 0.75, 'oracle': 0.2425, 'iter': 12}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 50, 'n_target': 4, 'lipton': 0.1275, 'prop-target': 0.75, 'oracle': 0.2775, 'iter': 0}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 128, 'n_target': 50, 'lipton': 0.07, 'prop-target': 0.7000000000000001, 'oracle': 0.315, 'iter': 70}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 50, 'n_target': 4, 'lipton': 0.1, 'prop-target': 0.75, 'oracle': 0.36, 'iter': 16}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 50, 'n_target': 4, 'lipton': 0.1, 'prop-target': 0.75, 'oracle': 0.3575, 'iter': 6}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 50, 'n_target': 4, 'lipton': 0.2925, 'prop-target': 1.0, 'oracle': 0.225, 'iter': 7}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0034, 'n_source': 50, 'n_target': 4, 'lipton': 0.235, 'prop-target': 1.0, 'oracle': 0.2275, 'iter': 21}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 256, 'n_target': 50, 'lipton': 0.0325, 'prop-target': 0.76, 'oracle': 0.2825, 'iter': 14}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 256, 'n_target': 50, 'lipton': 0.03, 'prop-target': 0.74, 'oracle': 0.195, 'iter': 11}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 256, 'n_target': 50, 'lipton': 0.0275, 'prop-target': 0.82, 'oracle': 0.3075, 'iter': 21}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 256, 'n_target': 50, 'lipton': 0.0325, 'prop-target': 0.8200000000000001, 'oracle': 0.2225, 'iter': 17}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0055, 'n_source': 256, 'n_target': 50, 'lipton': 0.035, 'prop-target': 0.78, 'oracle': 0.375, 'iter': 88}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0059, 'n_source': 256, 'n_target': 50, 'lipton': 0.0275, 'prop-target': 0.84, 'oracle': 0.36, 'iter': 22}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0056, 'n_source': 256, 'n_target': 50, 'lipton': 0.0525, 'prop-target': 0.8, 'oracle': 0.4925, 'iter': 57}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 256, 'n_target': 50, 'lipton': 0.0525, 'prop-target': 0.72, 'oracle': 0.3625, 'iter': 13}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 256, 'n_target': 50, 'lipton': 0.0375, 'prop-target': 0.84, 'oracle': 0.31, 'iter': 90}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 256, 'n_target': 50, 'lipton': 0.0425, 'prop-target': 0.72, 'oracle': 0.3625, 'iter': 92}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 256, 'n_target': 50, 'lipton': 0.05, 'prop-target': 0.7, 'oracle': 0.3775, 'iter': 91}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0032, 'n_source': 256, 'n_target': 50, 'lipton': 0.035, 'prop-target': 0.8, 'oracle': 0.29, 'iter': 45}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 256, 'n_target': 50, 'lipton': 0.0425, 'prop-target': 0.84, 'oracle': 0.255, 'iter': 87}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 256, 'n_target': 50, 'lipton': 0.035, 'prop-target': 0.68, 'oracle': 0.43, 'iter': 18}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 256, 'n_target': 50, 'lipton': 0.03, 'prop-target': 0.76, 'oracle': 0.39, 'iter': 1}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 256, 'n_target': 50, 'lipton': 0.06, 'prop-target': 0.78, 'oracle': 0.255, 'iter': 86}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 256, 'n_target': 50, 'lipton': 0.0575, 'prop-target': 0.78, 'oracle': 0.295, 'iter': 89}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 256, 'n_target': 50, 'lipton': 0.02, 'prop-target': 0.66, 'oracle': 0.235, 'iter': 20}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 256, 'n_target': 50, 'lipton': 0.0275, 'prop-target': 0.84, 'oracle': 0.3025, 'iter': 5}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 256, 'n_target': 50, 'lipton': 0.0225, 'prop-target': 0.72, 'oracle': 0.335, 'iter': 99}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 256, 'n_target': 50, 'lipton': 0.0425, 'prop-target': 0.8, 'oracle': 0.255, 'iter': 73}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 256, 'n_target': 50, 'lipton': 0.0425, 'prop-target': 0.78, 'oracle': 0.2625, 'iter': 98}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0034, 'n_source': 256, 'n_target': 50, 'lipton': 0.06, 'prop-target': 0.78, 'oracle': 0.2875, 'iter': 40}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 256, 'n_target': 50, 'lipton': 0.04, 'prop-target': 0.8, 'oracle': 0.3325, 'iter': 83}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0058, 'n_source': 256, 'n_target': 50, 'lipton': 0.035, 'prop-target': 0.72, 'oracle': 0.24, 'iter': 94}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0058, 'n_source': 256, 'n_target': 50, 'lipton': 0.035, 'prop-target': 0.74, 'oracle': 0.2675, 'iter': 64}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 256, 'n_target': 50, 'lipton': 0.0425, 'prop-target': 0.72, 'oracle': 0.325, 'iter': 97}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 256, 'n_target': 50, 'lipton': 0.03, 'prop-target': 0.68, 'oracle': 0.275, 'iter': 95}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 256, 'n_target': 50, 'lipton': 0.0325, 'prop-target': 0.7599999999999999, 'oracle': 0.3525, 'iter': 38}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 256, 'n_target': 50, 'lipton': 0.045, 'prop-target': 0.7, 'oracle': 0.3425, 'iter': 16}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 256, 'n_target': 50, 'lipton': 0.04, 'prop-target': 0.76, 'oracle': 0.3825, 'iter': 82}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 256, 'n_target': 50, 'lipton': 0.055, 'prop-target': 0.78, 'oracle': 0.22, 'iter': 85}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0032, 'n_source': 256, 'n_target': 50, 'lipton': 0.05, 'prop-target': 0.7, 'oracle': 0.2525, 'iter': 59}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0051, 'n_source': 256, 'n_target': 50, 'lipton': 0.045, 'prop-target': 0.74, 'oracle': 0.3475, 'iter': 26}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 256, 'n_target': 50, 'lipton': 0.0425, 'prop-target': 0.62, 'oracle': 0.24, 'iter': 96}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 256, 'n_target': 50, 'lipton': 0.0525, 'prop-target': 0.72, 'oracle': 0.22, 'iter': 41}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0052, 'n_source': 256, 'n_target': 50, 'lipton': 0.0425, 'prop-target': 0.8, 'oracle': 0.4075, 'iter': 32}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 256, 'n_target': 50, 'lipton': 0.0425, 'prop-target': 0.66, 'oracle': 0.215, 'iter': 42}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 256, 'n_target': 50, 'lipton': 0.0175, 'prop-target': 0.76, 'oracle': 0.28, 'iter': 25}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0054, 'n_source': 256, 'n_target': 50, 'lipton': 0.045, 'prop-target': 0.7, 'oracle': 0.2425, 'iter': 7}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0035, 'n_source': 256, 'n_target': 50, 'lipton': 0.045, 'prop-target': 0.78, 'oracle': 0.27, 'iter': 19}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 256, 'n_target': 50, 'lipton': 0.03, 'prop-target': 0.74, 'oracle': 0.3, 'iter': 3}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 256, 'n_target': 50, 'lipton': 0.045, 'prop-target': 0.8, 'oracle': 0.25, 'iter': 55}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0053, 'n_source': 256, 'n_target': 50, 'lipton': 0.0425, 'prop-target': 0.78, 'oracle': 0.215, 'iter': 0}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 256, 'n_target': 50, 'lipton': 0.0375, 'prop-target': 0.8, 'oracle': 0.2675, 'iter': 47}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 256, 'n_target': 50, 'lipton': 0.0375, 'prop-target': 0.7, 'oracle': 0.27, 'iter': 37}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 256, 'n_target': 50, 'lipton': 0.0425, 'prop-target': 0.8600000000000001, 'oracle': 0.195, 'iter': 10}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 256, 'n_target': 50, 'lipton': 0.04, 'prop-target': 0.74, 'oracle': 0.22, 'iter': 24}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 256, 'n_target': 50, 'lipton': 0.025, 'prop-target': 0.72, 'oracle': 0.355, 'iter': 80}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 256, 'n_target': 50, 'lipton': 0.015, 'prop-target': 0.8, 'oracle': 0.2625, 'iter': 77}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 256, 'n_target': 50, 'lipton': 0.03, 'prop-target': 0.74, 'oracle': 0.25, 'iter': 84}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0041, 'n_source': 256, 'n_target': 50, 'lipton': 0.0375, 'prop-target': 0.72, 'oracle': 0.215, 'iter': 62}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 256, 'n_target': 50, 'lipton': 0.0275, 'prop-target': 0.74, 'oracle': 0.28, 'iter': 75}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 256, 'n_target': 50, 'lipton': 0.025, 'prop-target': 0.74, 'oracle': 0.27, 'iter': 6}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 256, 'n_target': 50, 'lipton': 0.035, 'prop-target': 0.72, 'oracle': 0.275, 'iter': 28}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 256, 'n_target': 50, 'lipton': 0.03, 'prop-target': 0.78, 'oracle': 0.245, 'iter': 50}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 256, 'n_target': 50, 'lipton': 0.025, 'prop-target': 0.66, 'oracle': 0.2325, 'iter': 54}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 256, 'n_target': 50, 'lipton': 0.035, 'prop-target': 0.64, 'oracle': 0.27, 'iter': 23}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 256, 'n_target': 50, 'lipton': 0.025, 'prop-target': 0.86, 'oracle': 0.35, 'iter': 70}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 256, 'n_target': 50, 'lipton': 0.0325, 'prop-target': 0.72, 'oracle': 0.34, 'iter': 67}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0038, 'n_source': 256, 'n_target': 50, 'lipton': 0.03, 'prop-target': 0.88, 'oracle': 0.2575, 'iter': 49}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 256, 'n_target': 50, 'lipton': 0.0425, 'prop-target': 0.82, 'oracle': 0.2575, 'iter': 71}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 256, 'n_target': 50, 'lipton': 0.0175, 'prop-target': 0.7, 'oracle': 0.325, 'iter': 56}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 256, 'n_target': 50, 'lipton': 0.045, 'prop-target': 0.86, 'oracle': 0.19, 'iter': 33}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0049, 'n_source': 256, 'n_target': 50, 'lipton': 0.0225, 'prop-target': 0.64, 'oracle': 0.2325, 'iter': 60}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 256, 'n_target': 50, 'lipton': 0.05, 'prop-target': 0.72, 'oracle': 0.27, 'iter': 76}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 256, 'n_target': 50, 'lipton': 0.0375, 'prop-target': 0.7, 'oracle': 0.405, 'iter': 72}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 256, 'n_target': 50, 'lipton': 0.025, 'prop-target': 0.76, 'oracle': 0.2925, 'iter': 8}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 256, 'n_target': 50, 'lipton': 0.03, 'prop-target': 0.7, 'oracle': 0.24, 'iter': 29}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0039, 'n_source': 256, 'n_target': 50, 'lipton': 0.0475, 'prop-target': 0.9400000000000001, 'oracle': 0.415, 'iter': 74}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 256, 'n_target': 50, 'lipton': 0.025, 'prop-target': 0.86, 'oracle': 0.295, 'iter': 15}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0053, 'n_source': 256, 'n_target': 50, 'lipton': 0.0425, 'prop-target': 0.88, 'oracle': 0.205, 'iter': 78}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0054, 'n_source': 50, 'n_target': 4, 'lipton': 0.295, 'prop-target': 0.25, 'oracle': 0.295, 'iter': 32}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0054, 'n_source': 256, 'n_target': 50, 'lipton': 0.03, 'prop-target': 0.7800000000000001, 'oracle': 0.2425, 'iter': 43}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.004, 'n_source': 256, 'n_target': 50, 'lipton': 0.045, 'prop-target': 0.72, 'oracle': 0.2375, 'iter': 34}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0055, 'n_source': 256, 'n_target': 50, 'lipton': 0.0325, 'prop-target': 0.8, 'oracle': 0.28, 'iter': 65}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 256, 'n_target': 50, 'lipton': 0.0425, 'prop-target': 0.84, 'oracle': 0.5175, 'iter': 68}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 256, 'n_target': 50, 'lipton': 0.045, 'prop-target': 0.66, 'oracle': 0.23, 'iter': 52}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0058, 'n_source': 256, 'n_target': 50, 'lipton': 0.045, 'prop-target': 0.74, 'oracle': 0.285, 'iter': 61}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0042, 'n_source': 256, 'n_target': 50, 'lipton': 0.04, 'prop-target': 0.64, 'oracle': 0.3425, 'iter': 51}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0036, 'n_source': 256, 'n_target': 50, 'lipton': 0.04, 'prop-target': 0.84, 'oracle': 0.255, 'iter': 39}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.005, 'n_source': 256, 'n_target': 50, 'lipton': 0.03, 'prop-target': 0.78, 'oracle': 0.3525, 'iter': 35}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 256, 'n_target': 50, 'lipton': 0.0425, 'prop-target': 0.76, 'oracle': 0.2675, 'iter': 46}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0031, 'n_source': 256, 'n_target': 50, 'lipton': 0.0425, 'prop-target': 0.68, 'oracle': 0.21, 'iter': 30}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 50, 'n_target': 4, 'lipton': 0.73, 'prop-target': 0.0, 'oracle': 0.255, 'iter': 24}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0053, 'n_source': 50, 'n_target': 4, 'lipton': 0.395, 'prop-target': 0.5, 'oracle': 0.395, 'iter': 22}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0061, 'n_source': 50, 'n_target': 4, 'lipton': 0.2125, 'prop-target': 1.0, 'oracle': 0.295, 'iter': 33}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0044, 'n_source': 50, 'n_target': 4, 'lipton': 0.4275, 'prop-target': 0.5, 'oracle': 0.4275, 'iter': 27}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0045, 'n_source': 256, 'n_target': 50, 'lipton': 0.0275, 'prop-target': 0.72, 'oracle': 0.325, 'iter': 12}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0043, 'n_source': 256, 'n_target': 50, 'lipton': 0.05, 'prop-target': 0.74, 'oracle': 0.26, 'iter': 9}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0037, 'n_source': 50, 'n_target': 4, 'lipton': 0.2425, 'prop-target': 1.0, 'oracle': 0.5075, 'iter': 25}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0047, 'n_source': 256, 'n_target': 50, 'lipton': 0.04, 'prop-target': 0.9, 'oracle': 0.2175, 'iter': 48}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0048, 'n_source': 256, 'n_target': 50, 'lipton': 0.03, 'prop-target': 0.74, 'oracle': 0.3125, 'iter': 36}
{'kernel_df': 3, 'beta': 3, 'bayes_error': 0.0046, 'n_source': 50, 'n_target': 4, 'lipton': 0.3575, 'prop-target': 0.5, 'oracle': 0.3575, 'iter': 26}
